,mean,min,max
51-66,1152.4,189.0,2979.0
51-67,1165.8,70.0,3645.0
51-68,1152.2,692.0,1810.0
51-69,1152.2,329.0,1935.0
51-70,1156.2,245.0,3359.0
51-71,1129.8,52.0,2421.0
51-72,1152.6,207.0,2891.0
51-73,1152.4,478.0,1969.0
51-74,1157.6,473.0,1967.0
51-75,1210.8,168.0,3095.0
51-76,1190.6,117.0,3132.0
51-77,1147.6,537.0,1995.0
51-78,1138.6,15.0,2438.0
51-79,1189.4,50.0,2109.0
51-80,1995.0,1285.0,3539.0
51-81,1995.0,258.0,5895.0
51-82,1995.0,253.0,5409.0
51-83,1995.0,388.0,4929.0
51-84,1995.0,34.0,4380.0
51-85,1995.0,554.0,2627.0
51-86,1995.0,442.0,3574.0
51-87,1995.0,280.0,3983.0
51-88,1995.0,114.0,5374.0
51-89,1995.2,274.0,3049.0
51-90,1036.0,49.0,3098.0
51-91,1995.0,43.0,4555.0
51-92,1995.0,876.0,3636.0
51-93,1995.4,813.0,3279.0
51-94,1995.0,195.0,4105.0
51-95,1994.8,270.0,2947.0
51-96,1995.4,117.0,6364.0
51-97,1994.8,100.0,6010.0
51-98,1994.8,974.0,3297.0
51-99,1996.6,200.0,6546.0
51-100,746.0,139.0,1215.0
51-101,746.4,163.0,1165.0
51-102,725.0,3.0,1348.0
51-103,725.8,70.0,2438.0
51-104,737.8,224.0,1362.0
51-105,738.2,204.0,1169.0
51-106,737.2,225.0,1578.0
51-107,732.6,96.0,1581.0
51-108,750.4,0.0,1949.0
51-109,737.4,403.0,1812.0
51-110,732.0,165.0,1559.0
51-111,746.2,179.0,1626.0
51-112,749.6,93.0,2716.0
51-113,724.0,261.0,1761.0
51-114,731.8,39.0,1501.0
51-115,732.2,341.0,1401.0
51-116,735.0,150.0,2046.0
51-117,745.6,104.0,1934.0
51-118,745.0,79.0,1379.0
51-119,723.0,190.0,1772.0
51-120,1584.6,713.0,2626.0
51-121,1583.6,127.0,3024.0
51-122,1591.0,114.0,4437.0
51-123,1566.0,382.0,3657.0
51-124,1584.2,430.0,3344.0
51-125,1557.4,771.0,3512.0
51-126,1556.0,848.0,2098.0
51-127,1655.2,499.0,4410.0
51-128,1579.6,663.0,2958.0
51-129,1559.2,341.0,2664.0
51-130,1555.4,69.0,4573.0
51-131,1561.6,264.0,3167.0
51-132,1613.0,33.0,3707.0
51-133,1557.0,597.0,3681.0
51-134,1556.4,186.0,2816.0
51-135,1557.0,488.0,3279.0
51-136,1555.0,88.0,4007.0
51-137,1555.6,129.0,3711.0
51-138,1557.4,295.0,3704.0
51-139,1555.6,360.0,4772.0
51-140,1990.2,141.0,5783.0
51-141,96.8,28.0,247.0
51-142,1507.2,172.0,2763.0
51-143,1266.4,159.0,2080.0
51-144,494.8,93.0,1053.0
51-145,1256.4,98.0,2938.0
51-146,545.2,50.0,1158.0
51-147,1274.6,358.0,2225.0
51-148,1480.0,388.0,3238.0
51-149,456.4,131.0,629.0
51-150,1270.8,205.0,3171.0
51-151,1236.4,411.0,1739.0
51-152,1498.0,253.0,4394.0
51-153,1487.8,555.0,2904.0
51-154,311.4,39.0,1011.0
51-155,1515.0,425.0,2874.0
51-156,1296.6,602.0,1766.0
51-157,1509.8,85.0,3786.0
51-158,42.4,0.0,135.0
51-159,1543.4,11.0,5280.0
51-160,1977.0,447.0,5068.0
51-161,1977.6,501.0,5206.0
51-162,1977.0,1143.0,3437.0
51-163,1977.0,250.0,5001.0
51-164,1729.2,60.0,4292.0
51-165,1977.4,967.0,3894.0
51-166,1977.4,1051.0,3220.0
51-167,1976.8,472.0,5434.0
51-168,1977.2,964.0,3830.0
51-169,1977.6,284.0,3645.0
51-170,1977.8,233.0,3434.0
51-171,1977.0,0.0,5035.0
51-172,1977.6,509.0,3004.0
51-173,1978.0,335.0,3815.0
51-174,1977.4,413.0,4270.0
51-175,1978.2,1096.0,3303.0
51-176,1977.4,369.0,3470.0
51-177,1977.8,516.0,2875.0
51-178,782.0,161.0,1708.0
51-179,323.0,18.0,1048.0
51-180,783.0,11.0,1519.0
51-181,775.6,96.0,1678.0
51-182,778.4,157.0,1250.0
51-183,773.2,14.0,1922.0
51-184,780.4,226.0,1277.0
51-185,776.2,171.0,1943.0
51-186,780.8,112.0,1285.0
51-187,818.8,126.0,1214.0
51-188,778.8,179.0,2447.0
51-189,779.6,88.0,2570.0
51-190,831.8,265.0,1564.0
51-191,777.4,96.0,2318.0
51-192,778.6,92.0,1606.0
51-193,775.8,41.0,2782.0
51-194,778.4,49.0,1092.0
51-195,778.6,0.0,1710.0
51-196,836.6,69.0,1451.0
51-197,867.2,246.0,2131.0
51-198,833.0,9.0,2541.0
52--1,111.4,55.0,192.0
52-0,1327.6,637.0,2311.0
52-1,1851.6,312.0,3107.0
52-2,40.2,0.0,123.0
52-3,1778.4,404.0,3224.0
52-4,770.4,261.0,1712.0
52-5,1445.2,55.0,3362.0
52-6,1981.0,198.0,4544.0
52-7,1317.2,261.0,2445.0
52-8,1272.0,534.0,2135.0
52-9,139.0,29.0,313.0
52-10,1251.6,320.0,2321.0
52-11,1225.4,113.0,3842.0
52-12,1399.6,898.0,1944.0
52-13,72.0,0.0,188.0
52-14,149.6,0.0,342.0
52-15,153.0,29.0,358.0
52-16,152.4,0.0,336.0
52-17,183.4,29.0,417.0
52-18,68.6,37.0,172.0
52-19,1605.8,250.0,3912.0
52-20,620.2,15.0,1995.0
52-21,1541.4,213.0,2695.0
52-22,811.4,23.0,1603.0
52-23,1367.4,152.0,2316.0
52-24,1211.0,835.0,1881.0
52-25,1148.4,566.0,2081.0
52-26,1155.2,34.0,2727.0
52-27,1127.0,140.0,1607.0
52-28,1553.4,34.0,4858.0
52-29,20.2,0.0,52.0
52-30,18.4,0.0,62.0
52-31,18.4,8.0,31.0
52-32,19.8,0.0,56.0
52-33,1090.2,531.0,1687.0
52-34,807.2,155.0,2143.0
52-35,1124.6,49.0,4468.0
52-36,1137.2,151.0,3086.0
52-37,1436.8,447.0,4381.0
52-38,1359.4,29.0,3940.0
52-39,1163.8,91.0,2085.0
52-40,1525.2,591.0,2898.0
52-41,1337.4,376.0,2105.0
52-42,1511.0,319.0,2458.0
52-43,1467.0,182.0,2900.0
52-44,1173.2,64.0,3759.0
52-45,1185.6,521.0,2144.0
52-46,1102.8,710.0,1534.0
52-47,1610.6,54.0,4921.0
52-48,1726.0,126.0,4068.0
52-49,174.8,92.0,332.0
52-50,1471.6,481.0,3017.0
52-51,1772.4,430.0,2956.0
52-52,1251.2,133.0,2774.0
52-53,1339.8,61.0,4584.0
52-54,19.6,0.0,40.0
52-55,20.0,0.0,62.0
52-56,592.2,405.0,801.0
52-57,321.0,75.0,611.0
52-58,1543.6,93.0,5279.0
52-59,50.6,0.0,116.0
52-60,1159.6,385.0,2149.0
52-61,1061.8,333.0,3097.0
52-62,1551.0,300.0,2909.0
52-63,1418.2,231.0,3389.0
52-64,1196.8,212.0,2548.0
52-65,1213.8,245.0,2351.0
52-66,717.4,167.0,1977.0
52-67,1210.6,102.0,2250.0
52-68,1216.2,243.0,3306.0
52-69,1239.8,86.0,2804.0
52-70,45.6,0.0,93.0
52-71,54.2,0.0,187.0
52-72,42.4,26.0,77.0
52-73,19.4,0.0,56.0
52-74,24.4,0.0,75.0
52-75,1183.2,0.0,2378.0
52-76,1182.6,54.0,2209.0
52-77,1211.6,506.0,2347.0
52-78,1225.8,289.0,3012.0
52-79,1204.2,534.0,2387.0
52-80,190.4,3.0,562.0
52-81,193.6,97.0,304.0
52-82,192.6,0.0,451.0
52-83,190.0,0.0,415.0
52-84,191.6,26.0,314.0
52-85,189.2,14.0,384.0
52-86,191.0,0.0,781.0
52-87,192.4,35.0,620.0
52-88,190.2,32.0,285.0
52-89,192.4,0.0,484.0
52-90,190.0,0.0,415.0
52-91,194.0,14.0,625.0
52-92,191.6,60.0,574.0
52-93,189.4,90.0,454.0
52-94,11.0,0.0,39.0
52-95,12.4,0.0,35.0
52-96,192.0,24.0,456.0
52-97,191.2,111.0,289.0
52-98,192.8,32.0,393.0
52-99,192.2,47.0,368.0
52-100,490.8,101.0,952.0
52-101,499.4,108.0,967.0
52-102,485.6,225.0,759.0
52-103,482.2,40.0,965.0
52-104,479.6,97.0,810.0
52-105,480.2,135.0,951.0
52-106,488.2,37.0,1192.0
52-107,17.6,0.0,50.0
52-108,484.4,26.0,1389.0
52-109,482.2,24.0,1091.0
52-110,478.8,1.0,919.0
52-111,466.4,25.0,1142.0
52-112,486.0,0.0,1183.0
52-113,479.2,51.0,948.0
52-114,503.0,88.0,807.0
52-115,482.4,85.0,1374.0
52-116,490.0,0.0,837.0
52-117,486.4,158.0,1288.0
52-118,480.2,25.0,1178.0
52-119,494.0,32.0,1445.0
52-120,833.0,79.0,1533.0
52-121,820.4,313.0,1653.0
52-122,786.0,0.0,1540.0
52-123,775.2,91.0,2637.0
52-124,790.6,573.0,1262.0
52-125,1146.2,370.0,3750.0
52-126,784.8,70.0,2536.0
52-127,291.8,0.0,820.0
52-128,780.8,78.0,1151.0
52-129,1460.6,155.0,3281.0
52-130,1243.8,471.0,3010.0
52-131,134.8,0.0,352.0
52-132,790.8,234.0,1917.0
52-133,1104.4,298.0,1597.0
52-134,787.8,80.0,1574.0
52-135,1248.4,598.0,2208.0
52-136,1243.8,225.0,1828.0
52-137,792.6,232.0,1602.0
52-138,1214.2,891.0,1533.0
52-139,785.6,146.0,1308.0
52-140,830.0,337.0,2020.0
52-141,791.2,464.0,1185.0
52-142,798.4,142.0,2625.0
52-143,805.2,40.0,1517.0
52-144,189.4,0.0,725.0
52-145,778.6,44.0,1657.0
52-146,778.0,0.0,2243.0
52-147,781.2,472.0,1183.0
52-148,1150.0,85.0,4003.0
52-149,818.0,404.0,1152.0
52-150,781.2,55.0,1590.0
52-151,150.8,29.0,260.0
52-152,783.0,148.0,1712.0
52-153,790.2,95.0,1720.0
52-154,778.8,424.0,1203.0
52-155,789.0,0.0,1464.0
52-156,827.4,191.0,1387.0
52-157,159.0,45.0,443.0
52-158,787.6,240.0,1607.0
52-159,789.2,435.0,1456.0
52-160,47.6,19.0,76.0
52-161,962.4,433.0,1926.0
52-162,42.8,1.0,162.0
52-163,20.0,0.0,81.0
52-164,1120.6,771.0,1635.0
52-165,934.8,259.0,1953.0
52-166,1144.0,56.0,1965.0
52-167,23.6,0.0,78.0
52-168,799.8,221.0,1818.0
52-169,1272.8,135.0,2294.0
52-170,1092.0,100.0,1959.0
52-171,1056.2,330.0,2723.0
52-172,19.6,0.0,60.0
52-173,811.2,0.0,2500.0
52-174,1078.2,486.0,2026.0
52-175,1275.4,118.0,2721.0
52-176,22.6,0.0,74.0
52-177,1124.2,127.0,3321.0
52-178,1408.0,398.0,2783.0
52-179,1136.6,334.0,2282.0
52-180,1673.4,799.0,3246.0
52-181,1699.0,200.0,3480.0
52-182,1707.4,796.0,3205.0
52-183,1686.2,340.0,3253.0
52-184,1422.0,62.0,3922.0
52-185,1608.8,987.0,2521.0
52-186,1711.2,104.0,2875.0
52-187,1715.6,274.0,3266.0
52-188,54.4,0.0,113.0
52-189,1277.2,293.0,1882.0
52-190,1573.8,296.0,3428.0
52-191,1563.8,36.0,3514.0
52-192,1712.2,210.0,2763.0
52-193,19.0,0.0,61.0
52-194,19.6,5.0,59.0
52-195,22.0,0.0,82.0
52-196,1729.4,93.0,3889.0
52-197,1480.0,307.0,2463.0
52-198,1692.8,452.0,3357.0
53--1,1664.2,509.0,3593.0
53-0,1164.2,194.0,3651.0
53-1,1082.4,458.0,2068.0
53-2,1074.8,371.0,1745.0
53-3,1104.6,195.0,1708.0
53-4,1082.4,470.0,1590.0
53-5,1172.0,282.0,3744.0
53-6,1088.6,307.0,1698.0
53-7,1174.0,402.0,2236.0
53-8,1167.4,185.0,2405.0
53-9,1185.4,278.0,3360.0
53-10,1178.2,206.0,2466.0
53-11,1085.2,181.0,2761.0
53-12,1082.2,383.0,2156.0
53-13,1084.2,271.0,3873.0
53-14,1086.4,90.0,1933.0
53-15,1167.6,12.0,3525.0
53-16,1081.4,138.0,2401.0
53-17,1090.0,426.0,1440.0
53-18,1091.8,362.0,2831.0
53-19,1123.0,207.0,2241.0
53-20,292.4,101.0,635.0
53-21,290.8,59.0,665.0
53-22,294.4,73.0,580.0
53-23,293.0,64.0,599.0
53-24,325.8,105.0,684.0
53-25,291.2,36.0,798.0
53-26,291.2,15.0,502.0
53-27,315.6,154.0,560.0
53-28,288.0,23.0,548.0
53-29,287.8,77.0,622.0
53-30,294.4,0.0,720.0
53-31,306.6,104.0,408.0
53-32,292.4,27.0,664.0
53-33,306.2,182.0,466.0
53-34,185.2,0.0,395.0
53-35,175.6,6.0,290.0
53-36,306.8,92.0,464.0
53-37,307.2,0.0,503.0
53-38,289.2,67.0,542.0
53-39,303.6,82.0,704.0
53-40,404.0,155.0,646.0
53-41,393.0,80.0,663.0
53-42,391.4,0.0,1244.0
53-43,384.2,25.0,750.0
53-44,395.2,47.0,1335.0
53-45,388.2,33.0,521.0
53-46,399.8,18.0,639.0
53-47,394.2,122.0,1228.0
53-48,387.8,90.0,757.0
53-49,390.2,12.0,937.0
53-50,385.4,234.0,518.0
53-51,398.8,151.0,919.0
53-52,396.2,299.0,545.0
53-53,383.4,24.0,1277.0
53-54,391.2,0.0,892.0
53-55,393.0,80.0,621.0
53-56,394.8,26.0,843.0
53-57,390.8,84.0,1295.0
53-58,390.4,90.0,1022.0
53-59,221.0,28.0,454.0
53-60,822.2,67.0,1321.0
53-61,816.8,102.0,1621.0
53-62,823.0,94.0,2514.0
53-63,866.6,203.0,2090.0
53-64,830.6,159.0,1633.0
53-65,819.6,337.0,1748.0
53-66,820.4,40.0,1687.0
53-67,811.8,144.0,1973.0
53-68,811.2,287.0,1875.0
53-69,819.6,241.0,2178.0
53-70,600.2,67.0,1295.0
53-71,811.2,53.0,2080.0
53-72,817.6,108.0,2701.0
53-73,833.8,507.0,1798.0
53-74,863.8,485.0,1488.0
53-75,751.2,536.0,970.0
53-76,760.8,338.0,1286.0
53-77,15.0,0.0,43.0
53-78,827.8,238.0,1841.0
53-79,819.8,25.0,1915.0
53-80,441.0,82.0,1072.0
53-81,320.2,5.0,542.0
53-82,450.0,171.0,911.0
53-83,444.2,71.0,1139.0
53-84,441.0,73.0,914.0
53-85,442.8,27.0,983.0
53-86,683.6,195.0,1269.0
53-87,874.6,96.0,2131.0
53-88,440.4,146.0,935.0
53-89,436.8,50.0,723.0
53-90,441.4,66.0,1292.0
53-91,873.8,4.0,2333.0
53-92,445.6,81.0,815.0
53-93,440.2,9.0,1430.0
53-94,439.6,182.0,663.0
53-95,870.8,263.0,2126.0
53-96,869.6,101.0,2783.0
53-97,871.8,0.0,1701.0
53-98,838.2,122.0,1149.0
53-99,437.6,60.0,992.0
53-100,257.4,86.0,467.0
53-101,264.6,37.0,781.0
53-102,257.6,31.0,478.0
53-103,267.4,26.0,584.0
53-104,268.2,60.0,534.0
53-105,257.2,103.0,682.0
53-106,256.2,0.0,480.0
53-107,255.4,35.0,602.0
53-108,270.0,170.0,399.0
53-109,260.2,51.0,1044.0
53-110,268.4,68.0,698.0
53-111,257.6,0.0,587.0
53-112,261.2,119.0,534.0
53-113,260.4,70.0,405.0
53-114,267.6,9.0,1083.0
53-115,266.4,129.0,433.0
53-116,275.6,0.0,808.0
53-117,268.8,54.0,575.0
53-118,264.8,103.0,533.0
53-119,179.4,0.0,381.0
53-120,1228.8,315.0,3639.0
53-121,1226.6,213.0,2816.0
53-122,1231.6,12.0,4757.0
53-123,1213.6,380.0,2944.0
53-124,1239.8,246.0,2762.0
53-125,1229.8,1022.0,1541.0
53-126,1019.4,284.0,2018.0
53-127,1277.4,643.0,2386.0
53-128,1079.4,443.0,2132.0
53-129,1227.6,196.0,1995.0
53-130,1220.4,222.0,2855.0
53-131,1223.6,85.0,2423.0
53-132,1231.8,70.0,3162.0
53-133,1233.0,440.0,2354.0
53-134,1231.8,218.0,2254.0
53-135,1232.6,497.0,2680.0
53-136,1167.2,146.0,2686.0
53-137,1275.8,36.0,3506.0
53-138,1227.4,93.0,2154.0
53-139,484.0,62.0,1363.0
53-140,1330.4,557.0,1844.0
53-141,1338.8,352.0,2812.0
53-142,1359.4,47.0,2893.0
53-143,1320.4,407.0,2258.0
53-144,1331.8,433.0,2664.0
53-145,1405.0,299.0,3167.0
53-146,1339.2,103.0,2301.0
53-147,1333.8,62.0,4509.0
53-148,1348.6,297.0,3185.0
53-149,1336.4,106.0,2550.0
53-150,1336.8,268.0,3448.0
53-151,1323.2,391.0,3567.0
53-152,1365.8,6.0,3260.0
53-153,1348.2,77.0,2905.0
53-154,1320.4,58.0,2856.0
53-155,1345.4,54.0,2281.0
53-156,1322.2,411.0,1837.0
53-157,1338.0,180.0,3529.0
53-158,1327.2,322.0,3003.0
53-159,638.4,336.0,1237.0
53-160,361.6,15.0,1183.0
53-161,362.2,23.0,967.0
53-162,374.6,85.0,879.0
53-163,363.8,0.0,724.0
53-164,364.6,185.0,588.0
53-165,378.8,36.0,703.0
53-166,146.0,29.0,221.0
53-167,372.4,31.0,682.0
53-168,359.2,114.0,674.0
53-169,374.4,13.0,683.0
53-170,377.0,92.0,779.0
53-171,362.4,0.0,931.0
53-172,376.2,172.0,628.0
53-173,370.6,184.0,642.0
53-174,362.6,137.0,509.0
53-175,365.6,124.0,801.0
53-176,374.8,77.0,721.0
53-177,364.0,48.0,1311.0
53-178,373.4,221.0,554.0
53-179,109.6,36.0,246.0
53-180,438.4,65.0,665.0
53-181,432.8,42.0,847.0
53-182,436.2,150.0,787.0
53-183,434.0,0.0,952.0
53-184,436.8,133.0,771.0
53-185,432.0,127.0,869.0
53-186,428.4,109.0,775.0
53-187,430.2,95.0,1274.0
53-188,380.2,145.0,596.0
53-189,440.6,61.0,1022.0
53-190,447.0,181.0,804.0
53-191,431.6,130.0,849.0
53-192,432.8,44.0,776.0
53-193,445.0,263.0,779.0
53-194,439.2,11.0,867.0
53-195,431.0,23.0,846.0
53-196,430.6,7.0,1063.0
53-197,436.8,193.0,753.0
53-198,384.8,88.0,698.0
54--1,435.8,57.0,713.0
54-0,649.6,310.0,1052.0
54-1,660.2,103.0,1682.0
54-2,865.2,0.0,1693.0
54-3,836.4,159.0,1731.0
54-4,532.2,46.0,1209.0
54-5,874.2,298.0,2468.0
54-6,911.0,279.0,1891.0
54-7,1015.8,203.0,2090.0
54-8,830.8,28.0,1666.0
54-9,1006.6,422.0,1880.0
54-10,996.0,234.0,2188.0
54-11,616.0,192.0,1226.0
54-12,766.8,150.0,2263.0
54-13,859.6,75.0,2608.0
54-14,801.0,34.0,1878.0
54-15,1030.2,180.0,1653.0
54-16,840.0,259.0,1451.0
54-17,839.2,0.0,2026.0
54-18,487.8,96.0,1283.0
54-19,590.6,405.0,935.0
54-20,1860.8,639.0,3535.0
54-21,581.2,224.0,909.0
54-22,1871.4,170.0,3491.0
54-23,1707.6,316.0,4448.0
54-24,1689.2,330.0,3583.0
54-25,46.0,0.0,148.0
54-26,1903.0,724.0,5314.0
54-27,1885.0,348.0,4324.0
54-28,1984.4,509.0,3685.0
54-29,1877.4,633.0,2970.0
54-30,1983.4,673.0,6491.0
54-31,1891.8,741.0,3416.0
54-32,1982.4,166.0,3001.0
54-33,1856.2,579.0,2919.0
54-34,1111.6,464.0,1903.0
54-35,1886.2,337.0,6799.0
54-36,1851.6,396.0,4228.0
54-37,45.8,0.0,139.0
54-38,1793.6,194.0,3265.0
54-39,1798.6,548.0,3432.0
54-40,1785.2,45.0,4378.0
54-41,1860.0,63.0,3443.0
54-42,1912.8,473.0,4331.0
54-43,1577.6,9.0,3012.0
54-44,1970.2,382.0,4628.0
54-45,875.8,227.0,2371.0
54-46,1971.6,956.0,3190.0
54-47,1883.8,420.0,4467.0
54-48,1984.0,197.0,4597.0
54-49,1980.8,597.0,3084.0
54-50,10.0,0.0,23.0
54-51,1831.8,185.0,3106.0
54-52,921.0,190.0,2300.0
54-53,1970.0,807.0,3224.0
54-54,1970.0,338.0,3272.0
54-55,1972.6,608.0,5152.0
54-56,1404.0,312.0,3669.0
54-57,1882.4,366.0,3488.0
54-58,1787.4,762.0,3139.0
54-59,1970.0,307.0,3280.0
54-60,1979.8,1018.0,4379.0
54-61,1978.8,370.0,5011.0
54-62,1926.4,1271.0,3234.0
54-63,1985.4,163.0,3750.0
54-64,1980.4,893.0,4461.0
54-65,1977.8,460.0,3677.0
54-66,1314.6,402.0,2765.0
54-67,1976.6,381.0,2745.0
54-68,1975.4,392.0,4034.0
54-69,1983.6,695.0,4092.0
54-70,1985.8,1303.0,2751.0
54-71,1978.4,785.0,3234.0
54-72,115.8,15.0,310.0
54-73,1983.2,114.0,6028.0
54-74,1978.4,1527.0,2380.0
54-75,1981.2,204.0,5754.0
54-76,1986.4,743.0,4781.0
54-77,1981.6,948.0,4674.0
54-78,759.0,378.0,1230.0
54-79,243.0,25.0,648.0
54-80,483.8,213.0,939.0
54-81,417.4,80.0,980.0
54-82,673.2,121.0,1188.0
54-83,489.6,54.0,1301.0
54-84,460.0,83.0,1505.0
54-85,400.8,3.0,1261.0
54-86,429.2,158.0,844.0
54-87,422.4,16.0,1256.0
54-88,503.4,11.0,1166.0
54-89,449.4,42.0,1166.0
54-90,592.4,152.0,1799.0
54-91,471.0,53.0,939.0
54-92,472.8,151.0,752.0
54-93,483.4,78.0,890.0
54-94,544.0,312.0,1043.0
54-95,428.4,197.0,770.0
54-96,429.6,12.0,1060.0
54-97,453.8,6.0,704.0
54-98,636.0,215.0,1654.0
54-99,457.2,140.0,1191.0
54-100,1206.2,268.0,3338.0
54-101,112.8,0.0,480.0
54-102,1571.8,619.0,2183.0
54-103,711.8,52.0,1568.0
54-104,1010.8,405.0,1262.0
54-105,1457.0,444.0,3473.0
54-106,1187.6,452.0,1942.0
54-107,1273.6,84.0,1956.0
54-108,1302.8,145.0,3050.0
54-109,1086.2,550.0,2492.0
54-110,1373.2,260.0,2106.0
54-111,1739.8,974.0,2529.0
54-112,1298.2,35.0,3606.0
54-113,1447.8,260.0,3050.0
54-114,1430.0,276.0,4655.0
54-115,1287.0,615.0,2256.0
54-116,1415.6,382.0,2582.0
54-117,1436.2,227.0,3283.0
54-118,1286.6,389.0,3414.0
54-119,1432.2,380.0,3158.0
54-120,1983.6,1262.0,2856.0
54-121,1984.0,976.0,4610.0
54-122,58.2,0.0,172.0
54-123,1985.4,524.0,3403.0
54-124,1984.2,711.0,5441.0
54-125,1985.0,553.0,4154.0
54-126,1984.4,547.0,3203.0
54-127,1983.8,226.0,6872.0
54-128,1245.2,548.0,2950.0
54-129,1984.6,588.0,5832.0
54-130,212.2,1.0,601.0
54-131,75.4,0.0,174.0
54-132,1986.6,32.0,4139.0
54-133,1983.0,411.0,3372.0
54-134,1984.6,559.0,4061.0
54-135,1985.4,192.0,3190.0
54-136,1984.0,137.0,4972.0
54-137,1984.2,297.0,3148.0
54-138,58.8,0.0,178.0
54-139,1985.2,579.0,6064.0
54-140,1852.4,389.0,3769.0
54-141,929.6,359.0,1284.0
54-142,1693.0,233.0,4333.0
54-143,1718.4,383.0,3705.0
54-144,322.2,101.0,636.0
54-145,1690.8,269.0,4132.0
54-146,1627.2,286.0,4105.0
54-147,1727.4,259.0,4561.0
54-148,1832.8,504.0,5374.0
54-149,1783.6,234.0,5412.0
54-150,1717.2,956.0,3392.0
54-151,1772.2,437.0,3539.0
54-152,1762.8,238.0,3611.0
54-153,1751.4,289.0,3420.0
54-154,1757.8,169.0,3377.0
54-155,1751.4,862.0,2484.0
54-156,1652.4,45.0,3285.0
54-157,1833.8,166.0,5690.0
54-158,1673.4,252.0,2738.0
54-159,1807.6,470.0,4580.0
54-160,1903.6,214.0,3730.0
54-161,1702.2,103.0,3321.0
54-162,1937.6,612.0,4083.0
54-163,1990.2,830.0,3636.0
54-164,1884.2,580.0,4510.0
54-165,1653.6,874.0,3249.0
54-166,1985.6,585.0,4665.0
54-167,1981.8,749.0,3819.0
54-168,1989.6,1149.0,2829.0
54-169,1888.4,541.0,4758.0
54-170,1699.4,888.0,2880.0
54-171,1868.2,1095.0,3370.0
54-172,1880.8,779.0,4163.0
54-173,1895.6,222.0,3510.0
54-174,1659.0,320.0,3688.0
54-175,1934.2,329.0,3333.0
54-176,1946.4,408.0,4811.0
54-177,1737.8,500.0,5811.0
54-178,1990.0,709.0,4142.0
54-179,1983.6,306.0,3232.0
54-180,488.0,311.0,989.0
54-181,649.2,54.0,1216.0
54-182,460.6,90.0,993.0
54-183,477.4,148.0,1328.0
54-184,433.2,234.0,652.0
54-185,439.4,175.0,988.0
54-186,551.4,11.0,1300.0
54-187,481.6,200.0,793.0
54-188,445.0,35.0,909.0
54-189,414.2,75.0,1112.0
54-190,591.8,24.0,1529.0
54-191,467.8,148.0,1041.0
54-192,491.0,97.0,676.0
54-193,472.6,52.0,1756.0
54-194,734.2,238.0,1294.0
54-195,333.0,63.0,625.0
54-196,501.0,143.0,909.0
54-197,499.8,33.0,725.0
54-198,157.2,73.0,348.0
55--1,325.6,8.0,775.0
55-0,739.4,332.0,1429.0
55-1,734.0,60.0,2282.0
55-2,705.4,31.0,2497.0
55-3,711.4,106.0,1111.0
55-4,737.2,70.0,3176.0
55-5,759.2,18.0,1643.0
55-6,579.0,150.0,1135.0
55-7,727.4,48.0,1124.0
55-8,701.8,196.0,1260.0
55-9,725.0,324.0,1236.0
55-10,714.2,0.0,1297.0
55-11,723.4,90.0,1539.0
55-12,744.0,99.0,1387.0
55-13,725.6,437.0,1196.0
55-14,772.8,185.0,1747.0
55-15,709.2,184.0,1371.0
55-16,766.2,0.0,1619.0
55-17,737.6,70.0,1711.0
55-18,370.6,94.0,1019.0
55-19,696.6,116.0,2140.0
55-20,34.6,0.0,91.0
55-21,35.2,0.0,114.0
55-22,35.8,0.0,114.0
55-23,35.8,0.0,88.0
55-24,33.6,0.0,88.0
55-25,35.4,0.0,150.0
55-26,34.8,0.0,79.0
55-27,34.6,0.0,92.0
55-28,33.4,6.0,84.0
55-29,35.4,0.0,141.0
55-30,34.4,0.0,107.0
55-31,36.0,0.0,111.0
55-32,35.8,0.0,117.0
55-33,34.0,5.0,86.0
55-34,36.0,4.0,58.0
55-35,35.0,1.0,96.0
55-36,34.4,0.0,125.0
55-37,35.0,0.0,70.0
55-38,35.2,0.0,163.0
55-39,34.8,0.0,77.0
55-40,97.8,26.0,201.0
55-41,97.0,1.0,401.0
55-42,97.8,25.0,221.0
55-43,97.4,0.0,226.0
55-44,96.0,7.0,175.0
55-45,98.4,49.0,170.0
55-46,96.6,16.0,281.0
55-47,96.2,0.0,402.0
55-48,97.6,81.0,139.0
55-49,96.8,40.0,140.0
55-50,97.0,33.0,172.0
55-51,95.6,11.0,259.0
55-52,98.6,12.0,190.0
55-53,96.6,15.0,173.0
55-54,98.0,0.0,402.0
55-55,98.4,0.0,319.0
55-56,97.8,0.0,312.0
55-57,96.2,16.0,223.0
55-58,98.0,21.0,149.0
55-59,95.6,22.0,200.0
55-60,629.0,73.0,1532.0
55-61,623.6,338.0,1357.0
55-62,633.2,5.0,2012.0
55-63,635.8,110.0,2014.0
55-64,628.0,91.0,1485.0
55-65,624.4,4.0,1220.0
55-66,632.8,52.0,1816.0
55-67,631.6,195.0,953.0
55-68,630.6,90.0,2363.0
55-69,350.4,3.0,1344.0
55-70,629.4,28.0,1906.0
55-71,631.2,0.0,1452.0
55-72,627.4,172.0,1398.0
55-73,595.8,75.0,1112.0
55-74,627.6,134.0,1618.0
55-75,625.4,301.0,1259.0
55-76,624.8,28.0,2719.0
55-77,630.8,131.0,1409.0
55-78,623.8,108.0,1071.0
55-79,626.2,24.0,1190.0
55-80,529.8,58.0,1053.0
